b2kid,ts_cnt,bank_id,remarks,srl_num,event_amt,lchg_time,oper_acid,rcre_time,b2kid_type,event_type,link_b2kid,oper_crncy,margin_acid,margin_date,margin_rate,margin_type,lchg_user_id,link_srl_num,margin_crncy,rcre_user_id,event_srl_num,margin_action,treasury_rate,dnm_serial_num,entity_cre_flg,margin_srl_num,margin_tran_id,link_b2kid_type,margin_rate_code,treasury_ref_num,adjust_margin_flg,link_margin_srl_num,adjust_margin_event_flg,updated_at
DC168278,1,1,LC MARGIN RELEASED,2,52000,2016-09-05T15:03:45,23562532,2016-09-05T13:30:33,DOCCR,M,,NPR,23951984,2016-09-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,1.0,R,,,Y,1,    M8963,,,,,1.0,,2024-08-07 06:48:28.855
DC168301,1,1,MARGIN RELEASED,2,181000,2016-09-06T16:29:18,2559106,2016-09-06T12:48:38,DOCCR,U,,NPR,2927101,2016-09-06T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M9589,,,,,1.0,,2024-08-07 06:48:28.855
DC168138,1,1,MARGIN RELEASED,2,80000,2016-09-07T12:06:37,2559106,2016-09-07T12:06:28,DOCCR,M,,NPR,2927107,2016-09-07T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M3000,,,,,1.0,,2024-08-07 06:48:28.855
DC168241,1,1,,2,30000,2016-09-22T14:40:35,23562532,2016-09-22T13:10:47,DOCCR,M,,NPR,23951984,2016-09-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SA0371,1.0,R,,,Y,1,    M9482,,,,,1.0,,2024-08-07 06:48:28.855
DC168187,1,1,LC MARGIN RELEASED,3,162000,2016-09-25T18:15:02,22562003,2016-09-25T18:12:37,DOCCR,M,,NPR,22950800,2016-09-25T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,2.0,R,,,Y,1,   M14012,,,,,1.0,,2024-08-07 06:48:28.855
DC168718,1,1,,1,181000,2016-10-03T16:31:18,2559106,2016-10-03T15:29:44,DOCCR,S,,NPR,2927101,2016-10-03T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,   M14593,,,,,,,2024-08-07 06:48:28.855
DC168767,1,1,LC MARGIN HELD,1,2879000,2016-10-07T17:06:27,91214718,2016-10-07T16:38:18,DOCCR,S,,NPR,9935393,2016-10-07T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,   M15016,,,,,,,2024-08-07 06:48:28.855
DC167246,1,1,MARGIN RELEASED,3,192000,2016-10-19T19:02:15,91214718,2016-10-19T18:50:37,DOCCR,M,,NPR,9935399,2016-10-19T00:00:00.000000,0,C,CD0122,,NPR,PRADHUMNAN,2.0,R,,,Y,1,   M10964,,,,,1.0,,2024-08-07 06:48:28.855
DC168796,1,1,,1,178000,2016-10-21T14:01:19,2559106,2016-10-21T11:49:38,DOCCR,S,,NPR,2927101,2016-10-21T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,    M7641,,,,,,,2024-08-07 06:48:28.855
DC168799,1,1,LC MARGIN HELD,1,169000,2016-10-21T14:21:37,2559106,2016-10-21T13:36:19,DOCCR,S,,NPR,2927101,2016-10-21T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,    M7853,,,,,,,2024-08-07 06:48:28.855
DC168873,1,1,,1,166000,2016-10-28T14:13:13,2559106,2016-10-28T13:33:08,DOCCR,S,,NPR,2927101,2016-10-28T00:00:00.000000,0,C,SATISHRS,,NPR,RP1389,1.0,C,,,Y,1,   M12492,,,,,,,2024-08-07 06:48:28.855
DC168887,1,1,,1,340000,2016-11-03T18:21:35,2559106,2016-11-03T16:11:47,DOCCR,S,,NPR,2927101,2016-11-03T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,   M14716,,,,,,,2024-08-07 06:48:28.855
DC168888,1,1,LC MARGIN HELD,1,170000,2016-11-03T18:32:48,2559106,2016-11-03T16:18:30,DOCCR,S,,NPR,2927101,2016-11-03T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,   M14751,,,,,,,2024-08-07 06:48:28.855
DC168930,1,1,KLC MARGIN HELD,1,158000,2016-11-10T16:50:56,2559106,2016-11-10T16:14:36,DOCCR,S,,NPR,2927101,2016-11-10T00:00:00.000000,0,C,CD0122,,NPR,RS1759,1.0,C,,,Y,1,   M10990,,,,,,,2024-08-07 06:48:28.855
DC168799,1,1,MARGIN RELEASED,2,169000,2016-11-20T15:48:42,2559106,2016-11-20T12:29:36,DOCCR,M,,NPR,2927101,2016-11-20T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11596,,,,,1.0,,2024-08-07 06:48:28.855
DC168718,1,1,MARGIN RELEASED,2,181000,2016-11-23T14:46:01,2559106,2016-11-23T14:19:07,DOCCR,M,,NPR,2927101,2016-11-23T00:00:00.000000,0,C,SATISHRS,,NPR,NAMRATAM,1.0,R,,,Y,1,    M8331,,,,,1.0,,2024-08-07 06:48:28.855
DC169052,1,1,,1,159000,2016-12-01T16:48:42,2559106,2016-12-01T16:35:48,DOCCR,S,,NPR,2927101,2016-12-01T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,   M11819,,,,,,,2024-08-07 06:48:28.855
DC168187,1,1,LC MARGIN RELEASED,4,240000,2016-12-04T15:13:45,22562003,2016-12-04T12:05:49,DOCCR,U,,NPR,22950800,2016-12-04T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,R,,,Y,1,   M10164,,,,,1.0,,2024-08-07 06:48:28.855
DC168767,1,1,MARGIN RELEASED,2,576000,2016-12-12T17:09:03,91214718,2016-12-12T14:55:58,DOCCR,M,,NPR,9935393,2016-12-12T00:00:00.000000,0,C,CD0122,,NPR,PRADHUMNAN,1.0,R,,,Y,1,   M12168,,,,,1.0,,2024-08-07 06:48:28.855
DC168873,1,1,MARGIN RELEASED,2,166000,2016-12-15T15:34:16,2559106,2016-12-15T14:40:58,DOCCR,M,,NPR,2927101,2016-12-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11081,,,,,1.0,,2024-08-07 06:48:28.855
DC168796,1,1,MARGIN RELEASED,2,178000,2016-12-15T15:44:00.000000,2559106,2016-12-15T13:54:33,DOCCR,U,,NPR,2927101,2016-12-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11266,,,,,1.0,,2024-08-07 06:48:28.855
DC169200,1,1,,1,347000,2016-12-27T14:47:15,2559106,2016-12-27T14:33:41,DOCCR,S,,NPR,2927101,2016-12-27T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,    M8985,,,,,,,2024-08-07 06:48:28.855
DC169205,1,1,,1,347000,2016-12-27T17:18:41,2559106,2016-12-27T16:43:43,DOCCR,S,,NPR,2927101,2016-12-27T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,   M12968,,,,,,,2024-08-07 06:48:28.855
DC168888,1,1,MARGIN RELEASED,2,170000,2016-12-28T16:18:34,2559106,2016-12-28T15:54:04,DOCCR,M,,NPR,2927101,2016-12-28T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M12804,,,,,,,2024-08-07 06:48:28.855
DC169215,1,1,LC MARGIN HELD.,1,170000,2016-12-28T18:04:36,2559106,2016-12-28T17:25:30,DOCCR,S,,NPR,2927101,2016-12-28T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,   M14251,,,,,,,2024-08-07 06:48:28.855
DC168887,1,1,MARGIN RELEASED,2,169000,2017-01-02T16:15:29,2559106,2017-01-02T16:03:35,DOCCR,M,,NPR,2927101,2017-01-02T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11707,,,,,1.0,,2024-08-07 06:48:28.855
DC168930,1,1,MARGIN LC RELEASED,2,158000,2017-01-04T14:42:53,2559106,2017-01-04T13:17:43,DOCCR,U,,NPR,2927101,2017-01-04T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,    M8535,,,,,1.0,,2024-08-07 06:48:28.855
DC179262,1,1,,1,182000,2017-01-04T14:54:46,2559106,2017-01-04T14:38:20,DOCCR,S,,NPR,2927101,2017-01-04T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,    M8908,,,,,,,2024-08-07 06:48:28.855
DC167246,1,1,,4,533000,2017-01-05T11:13:20,91214718,2017-01-05T11:11:32,DOCCR,M,,NPR,9935399,2017-01-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,3.0,R,,,Y,1,    M2151,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,5,120000,2017-01-09T17:31:51,91214718,2017-01-09T17:30:37,DOCCR,M,,NPR,9935399,2017-01-09T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,4.0,R,,,Y,1,   M12890,,,,,1.0,,2024-08-07 06:48:28.855
DC168887,1,1,MARGIN RELEASED,3,171000,2017-01-10T16:34:17,2559106,2017-01-10T13:29:10,DOCCR,M,,NPR,2927101,2017-01-10T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,2.0,R,,,Y,1,   M12388,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,6,472000,2017-01-15T18:54:40,91214718,2017-01-15T18:53:25,DOCCR,M,,NPR,9935399,2017-01-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,5.0,R,,,Y,1,   M14839,,,,,1.0,,2024-08-07 06:48:28.855
DC179262,1,1,MARGIN RELEASED,2,182000,2017-01-22T13:11:05,2559106,2017-01-22T12:37:45,DOCCR,M,,NPR,2927101,2017-01-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M6999,,,,,1.0,,2024-08-07 06:48:28.855
DC179355,1,1,LC MARGIN HELD.,1,356000,2017-01-22T19:01:54,2559106,2017-01-22T18:55:22,DOCCR,S,,NPR,2927101,2017-01-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,   M14450,,,,,,,2024-08-07 06:48:28.855
DC179357,1,1,LC MARGIN HELD,1,184000,2017-01-22T19:10:05,2559106,2017-01-22T19:06:46,DOCCR,S,,NPR,2927101,2017-01-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,C,,,Y,1,   M14465,,,,,,,2024-08-07 06:48:28.855
DC179356,1,1,LC MARGIN HELD,1,368000,2017-01-22T19:10:42,2559106,2017-01-22T19:06:25,DOCCR,S,,NPR,2927101,2017-01-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,C,,,Y,1,   M14466,,,,,,,2024-08-07 06:48:28.855
DC179358,1,1,LC MARGIN HELD.,1,188000,2017-01-22T19:12:58,2559106,2017-01-22T19:03:34,DOCCR,S,,NPR,2927101,2017-01-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,   M14470,,,,,,,2024-08-07 06:48:28.855
DC168138,1,1,LC MARGIN RELEASED,3,107000,2017-02-06T17:11:44,2559106,2017-02-06T13:38:29,DOCCR,U,,NPR,2927107,2017-02-06T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,R,,,Y,1,   M12965,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,7,1094000,2017-02-07T16:26:18,91214718,2017-02-07T16:22:28,DOCCR,M,,NPR,9935399,2017-02-07T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,6.0,R,,,Y,1,   M12128,,,,,1.0,,2024-08-07 06:48:28.855
DC179358,1,1,LC MARGIN RELEASED.,2,188000,2017-02-10T16:01:14,2559106,2017-02-10T11:30:00.000000,DOCCR,M,,NPR,2927101,2017-02-10T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,R,,,Y,1,   M11991,,,,,1.0,,2024-08-07 06:48:28.855
DC179504,1,1,,1,188000,2017-02-15T14:30:38,2559106,2017-02-15T14:05:02,DOCCR,S,,NPR,2927101,2017-02-15T00:00:00.000000,0,C,SM0457,,NPR,RP1389,1.0,C,,,Y,1,    M9538,,,,,,,2024-08-07 06:48:28.855
DC179527,1,1,LC MARGIN HELD,1,369000,2017-02-19T17:20:33,2559106,2017-02-19T16:40:04,DOCCR,S,,NPR,2927101,2017-02-19T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,   M14383,,,,,,,2024-08-07 06:48:28.855
DC169215,1,1,MARGIN RELEASED,2,170000,2017-02-21T16:13:16,2559106,2017-02-21T16:09:36,DOCCR,M,,NPR,2927101,2017-02-21T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M12532,,,,,1.0,,2024-08-07 06:48:28.855
DC169200,1,1,MARGIN RELEASED,2,173000,2017-02-22T16:13:43,2559106,2017-02-22T14:28:46,DOCCR,M,,NPR,2927101,2017-02-22T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M10124,,,,,1.0,,2024-08-07 06:48:28.855
DC169052,1,1,LC MARGIN RELEASED,2,159000,2017-02-23T17:51:55,2559106,2017-02-23T11:22:10,DOCCR,U,,NPR,2927101,2017-02-23T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,R,,,Y,1,   M15128,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,8,1637000,2017-02-26T18:31:28,91214718,2017-02-26T18:13:15,DOCCR,M,,NPR,9935399,2017-02-26T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,7.0,R,,,Y,1,   M17909,,,,,1.0,,2024-08-07 06:48:28.855
DC179579,1,1,,1,184000,2017-02-28T15:44:06,2559106,2017-02-28T15:16:33,DOCCR,S,,NPR,2927101,2017-02-28T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,   M15647,,,,,,,2024-08-07 06:48:28.855
DC179583,1,1,LC MARGIN HELD,1,14000,2017-02-28T17:39:07,23562532,2017-02-28T16:57:49,DOCCR,S,,NPR,23951984,2017-02-28T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,   M18419,,,,,,,2024-08-07 06:48:28.855
DC179355,1,1,LC MARGIN RELEASED,2,177000,2017-03-01T17:38:16,2559106,2017-03-01T14:45:49,DOCCR,M,,NPR,2927101,2017-03-01T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,R,,,Y,1,   M15874,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,9,2091000,2017-03-07T17:38:40,91214718,2017-03-07T17:35:50,DOCCR,M,,NPR,9935399,2017-03-07T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,8.0,R,,,Y,1,   M11516,,,,,1.0,,2024-08-07 06:48:28.855
DC169205,1,1,LC MARGIN RELEASED,2,173000,2017-03-09T16:39:33,2559106,2017-03-09T16:22:15,DOCCR,M,,NPR,2927101,2017-03-09T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,R,,,Y,1,   M14457,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,10,1287000,2017-03-15T19:40:12,91214718,2017-03-15T19:27:22,DOCCR,M,,NPR,9935399,2017-03-15T00:00:00.000000,0,C,CD0122,,NPR,PRATINAP,9.0,R,,,Y,1,   M16775,,,,,1.0,,2024-08-07 06:48:28.855
DC179663,1,1,LC MARGIN HELD,1,409000,2017-03-16T17:32:10,91214718,2017-03-16T17:15:28,DOCCR,S,,NPR,9935393,2017-03-16T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,   M15846,,,,,,,2024-08-07 06:48:28.855
DC179583,1,1,LC MARGIN RELEASED.,2,14000,2017-03-21T18:49:37,23562532,2017-03-21T17:05:05,DOCCR,M,,NPR,23951984,2017-03-21T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,R,,,Y,1,   M14051,,,,,1.0,,2024-08-07 06:48:28.855
DC169200,1,1,LC MARGIN RELEASED,3,174000,2017-03-23T17:52:12,2559106,2017-03-23T17:51:19,DOCCR,M,,NPR,2927101,2017-03-23T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,2.0,R,,,Y,1,   M13485,,,,,1.0,,2024-08-07 06:48:28.855
DC179723,1,1,,1,195000,2017-03-28T13:01:46,2559106,2017-03-28T12:24:31,DOCCR,S,,NPR,2927101,2017-03-28T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,    M7262,,,,,,,2024-08-07 06:48:28.855
DC169205,1,1,LC MARGIN RELEASED,3,174000,2017-03-31T12:58:32,2559106,2017-03-31T12:23:13,DOCCR,M,,NPR,2927101,2017-03-31T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,2.0,R,,,Y,1,    M8684,,,,,1.0,,2024-08-07 06:48:28.855
DC179527,1,1,LC MARGIN RELEASED,2,183000,2017-04-07T13:41:16,2559106,2017-04-07T12:34:41,DOCCR,M,,NPR,2927101,2017-04-07T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,R,,,Y,1,   M10052,,,,,1.0,,2024-08-07 06:48:28.855
DC179804,1,1,LC MARGIN HELD.,1,176000,2017-04-10T13:15:46,2559106,2017-04-10T13:06:36,DOCCR,S,,NPR,2927101,2017-04-10T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,    M7185,,,,,,,2024-08-07 06:48:28.855
DC179356,1,1,LC MARGIN RELEASE,2,184000,2017-04-10T16:41:30,2559106,2017-04-10T15:52:51,DOCCR,M,,NPR,2927101,2017-04-10T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M14638,,,,,1.0,,2024-08-07 06:48:28.855
DC179355,1,1,LC MARGIN RELEASE,3,179000,2017-04-11T17:14:16,2559106,2017-04-11T15:34:06,DOCCR,M,,NPR,2927101,2017-04-11T00:00:00.000000,0,C,CD0122,,NPR,AK2143,2.0,R,,,Y,1,   M15524,,,,,1.0,,2024-08-07 06:48:28.855
DC179820,1,1,LC MARGIN HELD.,1,373000,2017-04-13T15:13:27,2559106,2017-04-13T14:34:56,DOCCR,S,,NPR,2927101,2017-04-13T00:00:00.000000,0,C,CD0122,,NPR,MS1927,1.0,C,,,Y,1,   M14226,,,,,,,2024-08-07 06:48:28.855
DC179356,1,1,LC MARGIN RELEASED,3,184000,2017-04-13T17:38:07,2559106,2017-04-13T16:16:59,DOCCR,M,,NPR,2927101,2017-04-13T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,2.0,R,,,Y,1,   M18365,,,,,1.0,,2024-08-07 06:48:28.855
DC179504,1,1,LC MARGIN RELEASED,2,188000,2017-04-18T17:17:45,2559106,2017-04-18T14:04:24,DOCCR,M,,NPR,2927101,2017-04-18T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,R,,,Y,1,   M18515,,,,,1.0,,2024-08-07 06:48:28.855
DC179579,1,1,LC MARGIN RELEASED.,2,184000,2017-04-19T13:23:32,2559106,2017-04-19T13:04:14,DOCCR,M,,NPR,2927101,2017-04-19T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,R,,,Y,1,    M8119,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,,11,552000,2017-04-27T18:23:27,91214718,2017-04-27T18:15:19,DOCCR,M,,NPR,9935399,2017-04-27T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,10.0,R,,,Y,1,   M15903,,,,,1.0,,2024-08-07 06:48:28.855
DC179804,1,1,LC AMRGIN RELEASE,2,176000,2017-04-28T12:40:15,2559106,2017-04-28T12:13:38,DOCCR,M,,NPR,2927101,2017-04-28T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,    M7988,,,,,1.0,,2024-08-07 06:48:28.855
DC179527,1,1,LC MARGIN RELEASE,3,186000,2017-05-02T14:26:38,2559106,2017-05-02T13:34:00.000000,DOCCR,U,,NPR,2927101,2017-05-02T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M12558,,,,,1.0,,2024-08-07 06:48:28.855
DC179926,1,1,LC MARGIN HELD,1,197000,2017-05-05T11:11:51,2559106,2017-05-05T11:04:18,DOCCR,S,,NPR,2927101,2017-05-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,    M2827,,,,,,,2024-08-07 06:48:28.855
DC179930,1,1,LC MARGIN HELD,1,373000,2017-05-05T13:55:55,2559106,2017-05-05T12:47:53,DOCCR,S,,NPR,2927101,2017-05-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,    M9386,,,,,,,2024-08-07 06:48:28.855
DC179357,1,1,LC MAGIN RELEASED.,2,184000,2017-05-08T17:35:31,2559106,2017-05-08T17:17:31,DOCCR,M,,NPR,2927101,2017-05-08T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,R,,,Y,1,   M14001,,,,,1.0,,2024-08-07 06:48:28.855
DC179954,1,1,LC MARGIN HELD.,1,357000,2017-05-11T14:45:01,2559106,2017-05-11T13:52:50,DOCCR,S,,NPR,2927101,2017-05-11T00:00:00.000000,0,C,PRATINAP,,NPR,MS1927,1.0,C,,,Y,1,   M12288,,,,,,,2024-08-07 06:48:28.855
DC179663,1,1,LC MARGIN RELEASE,2,409000,2017-05-15T17:01:55,91214718,2017-05-15T16:44:29,DOCCR,M,,NPR,9935393,2017-05-15T00:00:00.000000,0,C,PRATINAP,,NPR,AK2143,1.0,R,,,Y,1,   M12444,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED,12,137000,2017-05-16T16:21:27,91214718,2017-05-16T16:06:38,DOCCR,M,,NPR,9935399,2017-05-16T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,11.0,R,,,Y,1,   M13112,,,,,1.0,,2024-08-07 06:48:28.855
DC179723,1,1,LC MARGIN RELEASE,2,195000,2017-05-16T17:08:49,2559106,2017-05-16T16:35:51,DOCCR,M,,NPR,2927101,2017-05-16T00:00:00.000000,0,C,NAMRATAM,,NPR,AK2143,1.0,R,,,Y,1,   M13918,,,,,1.0,,2024-08-07 06:48:28.855
DC179984,1,1,LC MARGIN HELD,1,169000,2017-05-17T17:37:06,2559106,2017-05-17T16:40:29,DOCCR,S,,NPR,2927101,2017-05-17T00:00:00.000000,0,C,PRATINAP,,NPR,AM1764,1.0,C,,,Y,1,   M14126,,,,,,,2024-08-07 06:48:28.855
DC179820,1,1,LC MARGIN RELEASED,2,186000,2017-05-17T18:07:56,2559106,2017-05-17T17:42:23,DOCCR,M,,NPR,2927101,2017-05-17T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,R,,,Y,1,   M14437,,,,,1.0,,2024-08-07 06:48:28.855
DC1710021,1,1,LC MARGIN HELD.,1,357000,2017-05-24T13:52:02,2559106,2017-05-24T13:14:20,DOCCR,S,,NPR,2927101,2017-05-24T00:00:00.000000,0,C,PRADHUMNAN,,NPR,MS1927,1.0,C,,,Y,1,    M8673,,,,,,,2024-08-07 06:48:28.855
DC1710041,1,1,LC MARGIN HELD,1,129000,2017-05-30T18:10:10,91214718,2017-05-30T17:51:26,DOCCR,S,,NPR,9935393,2017-05-30T00:00:00.000000,0,C,CD0122,,NPR,AM1764,1.0,C,,,Y,1,   M20066,,,,,,,2024-08-07 06:48:28.855
DC179820,1,1,LC MARGIN RELEASED.,3,187000,2017-06-05T13:48:09,2559106,2017-06-05T13:47:25,DOCCR,U,,NPR,2927101,2017-06-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,R,,,Y,1,    M8503,,,,,1.0,,2024-08-07 06:48:28.855
DC179930,1,1,LC MARGIN RELEASED.,2,186000,2017-06-08T16:08:21,2559106,2017-06-08T15:57:47,DOCCR,M,,NPR,2927101,2017-06-08T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,R,,,Y,1,   M11968,,,,,1.0,,2024-08-07 06:48:28.855
DC179954,1,1,LC MARGIN RELEASED.,2,178000,2017-06-15T15:36:42,2559106,2017-06-15T15:24:56,DOCCR,M,,NPR,2927101,2017-06-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,R,,,Y,1,   M11598,,,,,,,2024-08-07 06:48:28.855
DC179930,1,1,LC MARGIN RELEASE,3,187000,2017-06-15T16:12:55,2559106,2017-06-15T10:53:14,DOCCR,M,,NPR,2927101,2017-06-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,2.0,R,,,Y,1,   M12251,,,,,1.0,,2024-08-07 06:48:28.855
DC1710134,1,1,LC MARGIN HELD,1,354000,2017-06-15T17:31:26,91214718,2017-06-15T17:19:09,DOCCR,S,,NPR,9935393,2017-06-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,   M13398,,,,,,,2024-08-07 06:48:28.855
DC1710138,1,1,LC MARGIN HELD.,1,356000,2017-06-18T10:51:00.000000,2559106,2017-06-18T10:40:55,DOCCR,S,,NPR,2927101,2017-06-18T00:00:00.000000,0,C,NAMRATAM,,NPR,MS1927,1.0,C,,,Y,1,    M2092,,,,,,,2024-08-07 06:48:28.855
DC1710139,1,1,LC MARGIN HELD.,1,356000,2017-06-18T11:26:47,2559106,2017-06-18T11:17:54,DOCCR,S,,NPR,2927101,2017-06-18T00:00:00.000000,0,C,NAMRATAM,,NPR,MS1927,1.0,C,,,Y,1,    M3766,,,,,,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN RELEASED,13,1159000,2017-06-22T15:28:48,91214718,2017-06-22T14:40:07,DOCCR,M,,NPR,9935399,2017-06-22T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,12.0,R,,,Y,1,   M13576,,,,,1.0,,2024-08-07 06:48:28.855
DC179926,1,1,LC MARGIN RELASE,2,197000,2017-06-25T13:10:04,2559106,2017-06-25T12:43:19,DOCCR,M,,NPR,2927101,2017-06-25T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,    M8551,,,,,1.0,,2024-08-07 06:48:28.855
DC179954,1,1,LC MARGIN RELEASE,3,179000,2017-07-13T14:21:00.000000,2559106,2017-07-13T13:58:36,DOCCR,M,,NPR,2927101,2017-07-13T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,2.0,R,,,Y,1,   M12378,,,,,1.0,,2024-08-07 06:48:28.855
DC179984,1,1,LC MARGIN RELEASE,2,169000,2017-07-14T12:55:46,2559106,2017-07-14T12:40:59,DOCCR,M,,NPR,2927101,2017-07-14T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AK2143,1.0,R,,,Y,1,   M10662,,,,,1.0,,2024-08-07 06:48:28.855
DC1710287,1,1,LC MARGIN HELD,1,351000,2017-07-17T14:46:58,2559106,2017-07-17T14:40:18,DOCCR,S,,NPR,2927101,2017-07-17T00:00:00.000000,0,C,PRADHUMNAN,,NPR,AM1764,1.0,C,,,Y,1,   M11798,,,,,,,2024-08-07 06:48:28.855
